9,1,73
28.40798442,37.09834469,10.46738072,24.02629017,6,221.6666667,682,0.023567364,11.2572374,1, 
46.4516129,37.02508961,7.240143369,9.283154122,9,417.6666667,99,0.013090883,8.151638081,1,
29.8632554,20.99691222,11.29245699,37.84737539,9,278.1111111,73,0.015385923,8.836952707,1,
31.78495638,16.22258901,20.01886348,31.97359113,8,419.125,755,0.047804235,8.889792134,1,
37.58354756,28.97172237,9.511568123,23.93316195,4,234.5,411,0.05608324,8.237745903,1,
29.15872584,23.68635992,15.08303839,32.07187585,4,316.5,399,0.028855883,8.933947058,1,
43.26404927,31.98614319,10.00769823,14.74210931,6,417.6666667,169,0.028418483,9.663547305,1,
23.93911439,26.10701107,10.88560886,39.06826568,8,320.75,50,0.021364738,8.782766896,1,
30.46199702,30.43219076,18.0923994,21.01341282,16,115.75,30,0.066144031,8.359012402,1,
30.13561583,27.02312139,12.19430858,30.6469542,9,545.2222222,1821,0.020362063,10.38132689,1,
38.39263498,34.00099527,11.43319234,16.17317741,17,321,1463,0.040929801,10.69305647,1,
33.52705411,36.61322645,10.76152305,19.09819639,6,232.8333333,921,0.030019605,10.61131559,1,
45.68739054,27.97723292,6.020140105,20.31523643,3,329.3333333,850,0.040838386,10.17536466,1,
43.02169837,23.09134744,11.51888561,22.36806858,7,475.8571429,692,0.07439116,9.788627955,1,
40.01668521,39.48832036,7.869855395,12.62513904,8,277.375,689,0.023415265,10.2486448,1,
46.04660426,23.48137821,13.4634535,17.00856403,3,543.3333333,1565,0.02986703,12.23486175,2,
43.666136,21.17352741,12.39481465,22.76552195,5,785.8,1007,0.018538731,9.90270263,2,
28.99231426,16.82322801,27.9675491,26.21690863,11,344.8181818,1004,0.073907201,10.74709421,2,
30.6606668,30.51748824,18.55185109,20.26999386,5,278,968,0.034761621,10.99674222,2,
39.53695459,27.01098249,13.62422084,19.82784209,4,316.75,920,0.015484325,10.12319408,2,
33.43982961,11.14660987,37.91267306,17.50088747,5,157,571,0.013733862,11.02078171,2,
28.76219825,21.82845403,17.28299949,32.12634823,9,312.2222222,465,0.040822464,10.29886977,2,
36.13171166,30.94037378,19.54909522,13.37881934,6,194.3333333,439,0.017596621,9.680672599,2,
43.27934072,36.28871839,3.1543052,17.27763569,10,515.9,225,0.081556472,9.05968193,2,
43.19213313,36.45990923,10.09833585,10.24962179,3,164.3333333,195,0.082809136,9.475263556,2,
38.61607143,18.30357143,24.07924107,19.00111607,8,236,194,0.064336427,8.929283535,2,
36.57505285,36.36363636,10.4298802,16.63143058,3,204.6666667,157,0.008340078,9.301518824,2,
36.32365875,27.59894459,11.78540018,24.29199648,13,182.3076923,108,0.038147647,7.383133473,2,
31.60493827,23.42151675,15.66137566,29.31216931,3,166.3333333,72,0.068293391,7.422362622,2,
32.80204017,28.62607587,11.60344278,26.96844119,10,252,64,0.014951896,9.002232876,2,
40.5462742,34.4205781,14.45239989,10.58074781,5,154.4,727,0.041312901,10.33726443,2,
44.46165763,23.8832946,12.57423186,19.0808159,4,175.25,723,0.054993046,10.86484646,2,
39.70023059,18.21675634,18.56264412,23.52036895,5,249.4,707,0.048661482,9.882254349,2,
33.00399411,25.94071894,22.85053605,18.20475089,10,191.1,606,0.032013188,10.2717035,2,
39.10327905,33.99509257,16.64064243,10.26098595,9,361.7777778,519,0.070442174,8.901255514,2,
33.69219476,27.13481771,8.637142158,30.53584536,7,125.2857143,504,0.075959311,10.28569558,2,
31.36765707,22.52211386,26.3325017,19.77772738,8,143,426,0.042297255,10.4665165,2,
37.08386009,28.5503582,16.58238517,17.78339654,17,260.7058824,417,0.035333158,9.759139578,2,
37.69478775,36.19022031,12.70822139,13.40677055,8,256.25,408,0.058541325,9.323049544,2,
35.03325942,26.96230599,17.96008869,20.0443459,12,147.25,402,0.046011314,9.679973405,2,
30.72416217,27.77126787,15.74876963,25.75580033,4,110.25,393,0.030178481,9.096885682,2,
33.10961969,28.76318313,22.33940556,15.78779163,11,185.1818182,347,0.046102194,9.928106683,2,
32.99957392,38.90072433,20.4303366,7.669365147,14,173.7142857,300,0.030139675,9.189061265,2,
31.11757374,30.0166182,21.49979227,17.36601579,10,211.6,292,0.051593023,8.854223623,2,
31.35942327,38.82595263,12.43563337,17.37899073,5,490.4,280,0.086502113,9.40806968,2,
21.7953454,39.56409309,14.37015146,24.27041005,9,270.8888889,279,0.021098613,9.527480486,2,
23.44468281,28.56267239,20.8703647,27.12228011,13,173.0769231,277,0.054595073,9.321037045,2,
25.18661209,19.57620997,11.77462076,43.46255719,4,269,972,0.056473768,9.992665672,3,
40.78864353,32.99684543,15.17350158,11.04100946,3,176,332,0.01551462,11.06774242,3,
47.40475582,29.55765789,7.977499361,15.06008693,9,207.4444444,326,0.058332753,10.02523338,3,
37.37883683,32.89579968,24.41437803,5.31098546,9,138.5555556,309,0.063141735,8.403221359,3,
33.62626002,28.06926854,21.81442233,16.49004911,9,159.4444444,295,0.026118125,8.7792968,3,
26.95570217,24.97643732,25.18850141,22.8793591,3,183.6666667,294,0.051559937,9.05922967,3,
36.05839416,38.00486618,11.38686131,14.54987835,10,241.7,249,0.034274484,8.777742107,3,
30.19500305,27.51371115,15.20414381,27.08714199,6,145.3333333,218,0.031600119,9.200775078,3,
37.69819574,33.24220886,17.27720066,11.78239475,10,226.5,148,0.052661041,8.68835707,3,
37.48665005,28.15948736,18.9747241,15.37913848,6,132,147,0.082706764,8.288177357,3,
29.11522634,30.4526749,18.79286694,21.63923182,3,212.6666667,141,0.034266526,9.267992965,3,
29.09670563,29.7130712,19.29861849,21.89160468,5,214.4,140,0.052562326,8.401362047,3,
40.58455115,30.02087683,10.43841336,18.95615866,6,98.16666667,51,0.059485177,8.659276433,3,
34.88898958,31.35478024,20.34435886,13.41187132,9,157.4444444,34,0.031643557,8.559880183,3,
23.19474836,26.80525164,22.21006565,27.78993435,7,131.2857143,28,0.026801027,8.711120157,3,
32.33784414,29.21138591,23.33177788,15.11899207,9,144.8888889,27,0.052603563,9.081241116,3,
35.51356589,30.32945736,23.54651163,10.61046512,8,118.75,26,0.044601571,7.811145922,3,
36.14311704,23.71134021,26.56155246,13.5839903,9,133.5555556,21,0.04061607,9.841421846,3,
28.7027027,30.75675676,11.2972973,29.24324324,12,98.5,20,0.051950274,9.787637905,3,
33.63423604,32.96556336,21.26379137,12.13640923,11,151.9090909,18,0.032772837,8.481092125,3,
29.24528302,27.65640516,26.51439921,16.58391261,5,207,13,0.035775722,7.697793517,3,
20.92220828,37.23337516,18.19322459,23.65119197,9,160.4444444,9,0.066315169,7.611433434,3,
32.56687001,37.40028156,14.21867668,15.81417175,11,176.1818182,0,0.06603407,9.016976801,3,
35.18960488,21.08194113,21.29408645,22.43436754,7,223.7142857,726,0.045382968,9.810024161,3,
29.95319813,21.39885595,21.26885075,27.37909516,4,292.25,361,0.055705551,8.116332562,3,
36.31450959,33.99081329,21.53472035,8.159956768,4,221.75,341,0.011596624,8.528588088,3,
